battery_level,battery_health,battery_drop_rate,battery_trend,temperature,motor_current,cpu_load,velocity
37.33,100.0,0.57,-1.19,50.04,3.83,31.42,0.41
67.42,45.06,0.0,1.94,51.92,5.92,37.4,2.62
43.78,38.76,0.0,1.93,51.7,5.34,25.98,0.98
70.07,36.62,1.53,-2.76,47.92,4.57,42.75,0.99
90.92,36.9,0.0,1.52,49.89,5.51,27.84,1.26
29.35,37.5,0.0,2.06,49.75,6.25,31.27,3.09
54.91,38.13,0.0,1.7,50.67,6.31,42.14,1.63
44.9,38.59,0.0,1.65,49.29,5.85,46.28,1.67
25.47,39.58,0.0,2.0,51.22,5.65,27.56,0.91
25.7,37.51,1.66,-3.41,47.89,5.96,34.06,1.31
32.57,38.68,1.54,-3.11,47.33,6.08,34.92,4.07
28.29,38.18,0.0,2.28,48.82,4.01,26.46,0.77
85.97,38.99,1.39,-2.77,49.1,5.6,44.62,1.4
76.69,38.12,0.0,2.02,49.17,4.66,31.27,0.0
96.46,37.95,0.0,0.97,51.05,5.87,30.4,0.0
63.99,36.9,0.0,2.02,50.72,5.44,36.91,2.45
60.84,36.27,0.0,2.03,48.74,5.66,36.12,1.6
71.22,38.98,0.0,2.2,49.48,4.2,34.55,0.94
47.8,38.98,0.0,1.97,49.62,3.91,28.8,0.54
27.7,96.53,0.62,-1.28,50.94,5.78,32.53,1.11
18.66,38.76,1.81,-3.53,91.82,11.98,31.97,1.32
27.09,37.91,1.56,-2.83,48.1,6.66,32.79,0.0
92.72,38.4,0.0,1.0,48.93,5.51,43.41,1.6
43.72,38.65,0.0,1.99,48.43,5.22,29.28,1.45
64.16,48.19,1.15,-2.07,46.85,4.96,30.66,1.06
79.22,38.76,0.0,2.09,80.06,9.87,35.68,1.47
22.7,38.76,0.0,2.18,98.65,12.22,45.59,1.42
78.84,38.68,0.0,2.21,56.65,6.85,42.7,1.63
77.13,38.76,0.0,2.03,76.44,9.17,46.39,1.59
61.88,37.68,1.43,-3.0,48.07,5.19,45.43,0.0
79.22,38.24,0.0,2.06,51.77,6.9,39.4,0.0
80.01,38.68,0.0,2.33,58.88,6.84,41.74,1.7
31.41,38.98,0.0,2.07,49.36,4.43,40.97,3.12
94.47,38.24,0.0,1.04,48.43,3.86,38.9,0.48
54.83,38.76,0.0,2.09,49.13,6.53,37.45,3.58
61.77,37.24,1.38,-2.9,70.07,8.15,34.27,1.38
79.31,37.95,0.0,1.72,51.44,6.8,31.38,3.68
72.3,39.3,1.87,-3.34,51.87,6.82,41.42,1.5
52.31,37.5,0.0,2.01,82.17,8.27,42.82,0.78
37.53,36.27,0.0,1.91,49.17,6.16,37.15,0.0
89.2,38.24,0.0,2.09,49.19,5.21,34.28,1.24
96.88,39.09,1.57,-1.02,49.43,5.58,35.52,1.39
68.06,38.29,0.0,2.02,50.45,4.14,38.89,0.54
36.59,36.27,0.0,2.11,49.51,6.29,31.32,0.0
79.55,39.19,1.8,-3.56,69.53,8.25,41.4,1.76
52.63,37.5,0.0,1.81,49.88,7.29,38.89,4.5
44.66,37.76,1.52,-3.05,50.98,6.47,42.43,1.64
43.23,37.15,1.82,-3.51,51.0,6.52,28.88,3.62
68.01,38.76,1.36,-2.79,51.51,4.45,38.07,0.56
50.98,38.98,0.0,2.26,47.55,5.68,27.01,4.0
31.13,37.91,0.0,1.88,49.14,5.97,38.47,2.98
23.66,37.79,0.0,2.09,51.38,5.57,38.86,0.82
92.29,39.09,1.79,-3.18,50.14,6.16,38.64,1.54
83.15,37.2,0.0,1.68,55.45,5.81,34.52,1.15
89.09,38.98,0.0,2.15,49.91,4.43,28.12,1.0
92.47,38.03,0.0,0.98,49.71,5.47,44.83,1.54
51.08,38.88,1.83,-3.39,50.81,5.82,38.47,1.34
35.64,39.09,0.0,2.03,50.47,7.02,31.13,0.0
27.69,38.27,1.45,-2.83,52.18,6.06,40.48,2.67
51.67,38.12,1.12,-2.45,50.67,4.49,24.44,0.61
61.41,37.2,0.0,2.07,50.91,6.0,38.88,0.0
34.27,38.98,0.0,1.95,49.05,5.55,32.48,1.41
52.12,36.35,0.0,1.74,50.6,6.31,27.8,0.0
53.24,38.11,0.0,1.63,48.25,6.27,44.83,4.36
60.42,38.24,0.0,1.81,51.46,7.8,43.4,0.0
87.91,38.68,0.0,2.05,69.7,6.59,27.74,0.71
34.11,38.68,1.57,-2.75,47.31,5.83,36.11,4.1
30.44,38.98,0.0,1.93,48.54,4.56,29.56,1.1
61.35,37.5,0.0,1.71,52.58,5.7,43.52,2.63
45.48,37.63,0.0,1.82,48.83,3.79,37.46,1.01
65.48,45.06,0.0,1.94,51.52,6.98,38.27,3.71
39.83,37.5,1.41,-2.79,46.61,5.22,43.32,0.0
66.77,37.74,1.24,-3.07,51.18,4.98,39.02,0.77
80.05,38.03,0.0,2.11,51.36,6.26,37.04,1.24
36.51,47.72,0.0,2.12,49.92,5.73,31.47,1.57
27.44,38.98,0.0,2.01,59.94,6.05,32.95,0.74
85.41,37.23,0.0,1.71,50.35,5.62,39.73,1.4
95.25,37.66,1.06,-0.47,47.97,3.84,33.97,0.9
84.7,38.76,0.0,1.95,50.35,5.53,42.41,1.45
56.03,100.0,0.7,-1.36,71.12,8.3,29.43,1.45
65.43,38.05,0.0,1.83,51.48,5.28,30.05,0.78
26.85,38.27,0.0,1.86,51.59,7.06,44.45,3.78
90.44,38.11,0.0,1.89,78.8,9.45,28.37,1.35
54.23,38.31,0.0,1.79,49.75,5.48,27.73,1.59
25.64,38.2,0.0,2.09,49.93,6.28,27.73,1.61
38.05,39.9,1.45,-2.63,49.77,4.01,43.5,0.54
74.35,38.03,0.0,1.92,49.85,5.54,27.89,1.3
68.09,37.83,0.0,1.74,51.17,6.26,43.42,1.69
25.97,37.93,1.43,-2.82,48.83,5.33,44.61,1.44
27.14,37.51,0.0,1.88,51.63,5.8,28.24,2.33
33.97,38.97,1.54,-2.9,48.8,5.45,37.06,1.25
51.83,38.03,1.57,-3.42,51.69,5.86,41.45,1.67
34.59,36.35,1.68,-3.11,49.15,6.32,38.55,0.0
79.54,65.99,0.76,-1.74,49.35,5.71,26.22,1.36
45.27,37.34,0.0,2.04,50.33,6.19,27.06,1.54
20.49,38.68,1.55,-3.45,50.54,6.51,41.91,1.71
70.24,45.06,0.0,1.78,49.61,5.19,39.02,0.0
94.76,100.0,0.6,-1.28,48.49,5.5,28.67,1.6
63.55,38.98,1.32,-2.83,67.85,6.22,31.29,0.46
61.27,38.98,1.19,-2.28,69.03,7.62,44.53,0.97
37.74,38.27,1.9,-3.46,50.68,6.01,30.53,1.81
83.61,36.62,0.0,2.34,46.95,6.14,38.58,3.04
90.46,39.25,0.0,2.01,60.84,6.66,42.74,1.43
27.19,37.2,1.33,-2.73,89.51,10.93,39.15,1.19
49.46,37.5,0.0,1.98,79.12,8.7,36.3,0.7
60.12,38.68,0.0,1.64,72.18,8.79,38.33,1.65
85.01,38.76,0.0,2.04,49.97,4.67,37.19,0.56
24.58,36.91,1.56,-2.97,50.77,5.33,33.83,0.69
68.28,39.14,0.0,2.13,49.48,4.0,34.93,1.0
79.67,37.24,1.41,-2.94,54.33,6.09,28.88,1.61
91.63,38.04,0.0,1.14,70.14,7.9,27.95,1.39
96.74,36.35,1.57,-1.04,74.37,8.92,35.52,1.51
43.29,37.51,0.0,2.16,51.44,7.89,27.83,0.0
46.69,39.09,0.0,2.1,78.14,9.9,30.09,1.42
98.3,45.06,0.0,1.0,50.31,6.46,32.77,1.7
97.66,38.68,0.0,0.84,52.64,4.28,37.98,0.51
36.18,37.58,0.0,1.83,51.99,6.11,33.26,1.17
71.73,39.25,0.0,2.02,48.66,5.93,29.84,1.42
26.7,38.2,0.0,2.04,50.02,6.46,33.14,1.56
84.9,38.2,0.0,2.32,48.77,5.34,30.69,1.59
31.33,38.04,1.29,-2.67,48.78,5.54,31.6,3.9
97.05,38.98,0.0,0.98,51.38,5.9,36.27,1.58
89.96,38.07,1.55,-3.22,50.89,5.77,28.57,1.08
62.5,39.06,0.0,2.12,50.79,5.9,32.89,1.65
78.13,38.07,0.0,2.13,51.38,6.39,47.09,1.76
26.21,38.03,0.0,1.91,52.64,4.61,40.27,0.92
93.36,38.76,0.0,0.88,48.35,5.87,39.91,1.53
79.8,38.03,0.0,1.92,50.75,5.71,34.53,1.2
96.56,37.26,0.0,0.9,51.76,5.28,29.25,0.93
91.42,38.56,0.0,0.95,48.77,4.35,25.86,0.44
27.63,37.34,0.0,1.96,51.28,4.77,33.76,0.56
52.49,36.9,1.9,-3.41,77.12,9.22,29.26,1.59
95.85,37.24,0.0,1.04,50.2,5.71,26.88,1.4
43.86,45.06,0.0,2.1,50.53,6.15,32.05,1.84
58.31,38.27,1.36,-2.95,51.31,4.63,30.29,0.77
34.82,38.03,0.0,2.24,64.86,7.88,30.17,1.58
81.37,45.06,0.0,1.76,50.53,6.78,37.01,0.0
48.68,38.68,0.0,1.95,52.0,5.01,28.02,0.98
21.45,100.0,0.57,-1.18,49.39,7.02,28.66,0.0
40.82,37.2,0.0,1.94,49.72,5.75,37.61,1.65
67.85,38.25,0.0,1.88,49.25,5.44,38.56,1.52
52.99,38.08,0.0,1.79,48.53,6.69,41.11,3.51
60.48,39.16,1.49,-2.96,49.66,6.35,45.41,1.77
38.5,38.68,0.0,2.16,50.68,6.29,29.22,1.38
87.05,37.2,1.82,-3.53,47.71,5.42,31.2,1.56
63.65,37.95,0.0,1.96,51.39,6.66,25.98,0.0
89.86,38.68,1.35,-2.93,49.16,5.54,39.18,1.75
30.71,38.03,0.0,1.83,48.35,6.76,46.71,0.0
68.64,38.65,0.0,2.11,57.69,6.7,45.5,1.28
58.13,38.03,0.0,1.84,74.28,9.29,40.02,1.45
68.64,37.2,0.0,2.3,48.26,5.07,32.41,1.33
59.83,38.75,1.56,-2.95,50.46,5.94,31.95,1.36
28.29,38.03,0.0,2.07,54.63,5.86,30.41,1.29
42.2,39.9,0.0,2.07,101.66,12.32,34.21,1.67
95.97,38.91,0.0,0.84,50.31,5.76,31.87,1.66
57.93,35.55,0.0,1.93,48.61,5.23,29.68,1.46
73.15,37.5,0.0,1.84,83.77,9.98,35.05,1.39
76.91,39.25,0.0,2.02,49.69,5.78,28.45,1.47
38.25,37.34,1.5,-3.15,50.56,5.74,26.17,0.0
42.29,36.65,0.0,2.05,48.91,4.16,41.78,0.93
63.87,36.98,0.0,2.24,51.18,4.89,33.84,0.75
55.13,39.19,1.68,-2.87,48.11,5.54,27.18,1.65
27.48,38.76,1.75,-3.47,82.49,10.33,41.9,1.55
94.1,38.04,0.0,1.15,48.94,6.07,45.68,1.55
71.84,58.12,0.87,-1.92,49.18,5.94,31.79,1.42
74.31,36.9,1.59,-3.09,56.93,5.52,26.64,0.55
37.31,37.51,0.0,2.29,49.95,7.29,46.75,0.0
28.18,39.09,0.0,2.07,50.49,6.3,45.87,0.0
66.42,38.24,0.0,2.13,49.26,5.11,41.59,0.0
47.98,38.12,1.48,-2.65,63.19,7.5,28.13,1.36
93.07,38.27,0.0,1.08,88.45,9.02,26.41,0.43
95.4,39.19,0.0,0.89,50.14,5.86,34.06,1.49
69.77,38.71,1.02,-2.31,48.31,4.77,34.31,1.0
23.86,37.25,0.0,1.93,57.33,5.85,42.89,0.74
39.26,37.86,0.0,2.22,49.09,5.96,33.87,1.49
96.64,38.08,0.0,1.04,47.72,3.78,43.16,0.83
85.1,38.98,0.0,2.14,50.75,6.2,38.51,1.28
85.21,37.2,0.0,2.06,58.99,6.83,31.63,1.5
55.3,38.38,0.0,1.84,51.3,4.87,41.7,0.77
50.04,37.15,1.5,-3.02,50.88,6.69,42.93,3.54
81.9,37.2,0.0,2.23,50.02,6.53,38.65,0.0
87.06,38.68,0.0,2.15,48.73,4.21,41.87,0.72
43.89,39.09,1.53,-2.93,46.91,6.08,44.85,0.0
71.56,38.4,1.6,-3.45,51.91,6.63,39.9,3.67
81.72,38.68,0.0,1.91,50.78,5.74,33.81,1.23
25.4,37.97,0.0,2.13,47.76,6.08,32.61,4.15
28.82,38.24,0.0,2.35,48.83,5.74,40.04,1.44
45.6,36.35,0.0,2.11,48.21,4.94,40.2,1.06
63.07,37.15,0.0,1.95,50.51,5.04,44.12,0.76
81.42,37.57,1.33,-2.98,49.69,5.35,36.26,1.38
54.3,38.75,0.0,2.23,49.76,5.51,33.7,1.19
89.27,39.35,0.0,1.07,50.05,5.51,38.87,1.52
87.88,39.19,1.64,-3.04,48.7,5.69,30.73,1.77
58.15,36.5,1.06,-2.58,48.9,4.21,40.89,0.94
42.49,38.03,0.0,1.83,70.74,7.48,44.37,0.87
23.13,39.08,0.0,1.96,49.44,4.0,43.09,0.39
31.23,37.86,0.0,2.14,97.59,10.64,31.5,0.54
32.28,38.23,0.0,2.2,49.77,5.92,34.25,1.53
56.34,39.25,0.0,2.02,49.18,6.28,33.31,4.38
26.81,38.98,1.56,-2.95,48.01,5.32,34.21,1.43
89.08,45.06,0.0,2.35,51.01,5.09,40.69,0.0
82.35,38.76,1.67,-3.18,50.42,7.03,43.8,0.0
62.95,37.95,0.0,2.14,49.88,5.11,26.93,0.82
20.48,38.07,1.46,-2.96,48.98,5.14,27.21,2.44
30.85,39.33,1.82,-3.48,50.08,6.2,35.89,1.65
77.5,37.02,1.5,-2.94,50.47,5.89,44.44,1.73
60.9,38.98,1.43,-2.6,54.92,6.2,44.42,1.18
70.61,37.97,1.62,-3.12,47.52,5.57,38.84,1.4
49.68,39.25,0.0,2.19,48.64,5.92,45.76,0.0
49.91,38.98,0.0,2.11,47.72,5.82,29.85,3.2
95.22,45.06,0.0,0.93,48.91,5.51,28.19,1.53
30.75,45.6,0.0,2.24,55.93,7.03,29.34,1.61
79.61,36.35,0.0,1.95,47.5,4.8,44.65,1.25
40.6,39.84,1.43,-2.9,48.0,5.7,28.85,1.52
86.58,38.65,0.0,1.91,85.01,9.78,31.7,1.44
41.0,38.04,0.0,1.81,50.12,5.92,34.56,1.38
38.01,37.68,1.56,-3.19,51.27,4.74,36.27,0.75
93.73,38.09,0.0,1.03,50.29,4.6,39.08,0.74
21.81,37.91,2.01,-3.77,49.52,7.34,32.27,0.0
51.06,37.91,1.46,-3.05,46.96,6.06,45.23,3.71
68.26,37.2,1.71,-3.52,95.67,11.86,39.65,1.54
96.16,39.21,0.0,1.02,50.52,5.68,27.41,1.68
52.76,39.33,0.0,1.94,49.75,5.34,45.65,1.5
95.48,38.08,0.0,0.86,92.13,11.78,33.67,1.27
23.45,38.98,1.59,-3.37,48.3,6.42,45.64,1.45
86.83,87.89,0.6,-1.21,50.51,5.08,36.41,0.73
70.1,38.06,1.44,-2.77,48.77,5.61,34.32,1.36
50.39,38.64,0.0,1.91,48.42,4.75,41.11,1.11
28.15,37.51,0.0,2.18,50.39,4.11,41.09,0.58
81.13,37.19,1.65,-3.34,50.59,5.42,26.75,1.47
63.69,38.56,1.46,-3.03,61.16,6.48,38.01,1.0
95.62,38.97,0.0,1.02,67.75,8.58,44.5,1.28
68.51,38.11,0.0,2.21,49.36,4.05,26.21,0.87
82.26,37.5,0.0,2.06,100.6,11.82,43.32,1.33
84.38,77.72,0.57,-1.18,48.48,4.57,27.15,1.07
79.9,39.25,0.0,2.07,50.92,6.08,32.09,1.66
47.16,39.9,0.0,2.16,50.77,4.07,36.86,0.59
61.17,38.17,1.5,-3.3,51.13,6.17,31.89,1.75
71.81,38.53,1.53,-2.66,47.15,4.4,26.52,0.92
68.38,38.02,1.38,-3.13,52.14,5.21,26.6,1.05
51.46,36.9,0.0,1.87,48.47,6.38,33.07,0.0
60.05,38.07,0.0,1.97,71.99,8.59,41.8,1.27
71.16,38.98,0.0,1.95,47.97,5.32,26.23,0.0
94.65,39.67,0.0,1.07,47.44,4.39,37.75,0.93
78.66,38.08,0.0,2.23,51.7,6.33,42.98,1.53
51.38,38.67,1.62,-3.49,50.7,6.16,28.55,1.59
95.52,37.93,0.0,1.14,49.7,6.13,37.94,1.46
83.11,39.19,1.44,-2.74,65.94,8.22,42.08,1.52
72.02,37.51,0.0,1.88,47.95,6.4,35.25,0.0
50.47,38.68,0.0,1.8,54.38,6.41,38.55,1.44
41.72,35.55,0.0,2.21,86.96,11.09,31.11,1.69
73.23,38.24,0.0,2.02,49.33,6.87,32.34,4.28
32.74,36.35,0.0,2.02,49.59,6.89,39.64,0.14
49.63,38.07,1.49,-3.41,49.96,6.24,36.12,1.73
68.61,38.04,0.0,1.9,73.79,7.44,38.58,0.72
40.35,37.57,1.71,-3.13,50.7,4.93,43.45,0.0
93.8,39.59,1.56,-3.22,47.39,5.88,32.59,1.35
24.52,38.03,0.0,1.93,51.86,4.5,30.42,0.58
53.56,76.07,0.75,-1.6,50.29,5.66,34.48,1.69
82.91,39.76,1.72,-3.53,50.99,5.6,40.79,1.1
53.75,37.2,0.0,1.92,49.78,6.18,35.58,2.85
44.91,39.19,0.0,1.9,51.51,5.29,41.39,0.91
45.2,37.2,1.52,-3.45,73.37,8.71,34.29,1.45
83.72,38.2,0.0,2.08,48.25,5.35,40.55,1.41
51.67,37.97,1.73,-3.31,50.55,6.26,29.49,1.3
85.23,37.91,0.0,2.09,51.1,6.09,33.86,1.85
82.18,38.98,0.0,1.77,48.58,6.44,35.74,0.0
75.54,38.03,0.0,2.19,50.01,5.52,45.99,1.55
28.16,38.09,1.59,-3.1,49.98,6.1,28.02,1.41
25.13,45.06,1.38,-2.85,51.55,6.22,43.24,1.41
65.37,100.0,0.68,-1.31,49.81,5.47,44.48,1.39
22.57,38.3,0.0,1.72,51.44,4.4,34.09,0.49
40.12,37.15,1.75,-3.11,50.68,5.43,41.12,3.59
29.82,38.24,0.0,2.17,49.02,5.81,39.42,1.65
46.85,37.5,0.0,2.22,47.55,5.88,38.24,2.98
47.21,38.76,0.0,2.14,49.03,4.25,31.95,0.43
82.21,39.15,1.72,-3.02,48.56,5.48,40.26,1.44
21.66,39.35,0.0,2.01,48.9,5.46,41.21,1.14
57.23,37.51,1.52,-2.77,48.22,5.44,41.25,1.3
20.66,36.35,0.0,1.92,49.92,5.98,35.73,1.22
68.31,39.81,0.0,1.87,48.25,6.3,32.75,0.0
36.4,38.98,1.37,-3.0,82.45,9.18,28.16,0.86
91.61,38.98,0.0,1.0,49.93,5.51,42.53,1.52
95.91,38.04,0.0,0.95,85.53,10.83,42.35,1.59
94.35,44.11,0.0,1.04,49.63,4.12,27.08,0.91
94.9,39.19,1.08,-2.18,53.13,4.77,32.93,0.7
23.39,36.27,0.0,2.09,51.8,7.09,28.36,4.24
24.71,37.83,0.0,1.88,49.82,6.14,30.64,1.65
94.23,37.01,0.0,1.09,47.39,5.3,41.19,1.27
29.71,38.76,1.37,-3.01,48.39,5.89,29.37,1.44
32.54,37.34,1.57,-2.97,48.5,5.05,28.66,2.83
49.69,38.68,0.0,1.98,48.67,6.03,33.42,0.0
88.91,38.12,0.0,2.06,49.74,5.74,42.98,1.55
58.96,37.15,0.0,1.87,49.84,6.19,44.54,1.55
23.39,38.04,1.62,-3.42,49.54,6.29,36.33,0.0
97.95,37.34,0.0,1.01,102.77,11.41,28.33,0.75
89.84,38.04,0.0,2.05,47.5,4.77,31.59,1.19
68.49,36.62,0.0,2.09,48.8,6.18,43.66,1.49
38.7,35.55,0.0,2.18,81.2,10.28,41.79,1.66
66.94,39.25,0.0,1.99,47.99,4.99,28.02,3.68
55.17,38.75,0.0,1.93,49.83,5.39,27.74,1.16
79.21,38.27,0.0,2.03,61.13,6.42,35.17,1.25
49.58,38.08,0.0,2.01,64.01,7.24,36.36,1.31
96.53,37.95,1.53,-1.08,49.85,3.85,24.69,0.49
80.08,37.95,1.88,-3.48,52.05,6.45,36.07,1.82
58.27,38.03,0.0,1.73,51.28,6.21,38.56,1.68
23.63,37.83,1.34,-2.64,50.6,4.69,39.63,0.49
65.78,38.56,0.0,1.99,51.04,7.0,41.82,3.39
36.85,36.82,1.68,-3.55,51.93,5.07,33.24,0.91
48.45,38.73,0.0,1.94,49.01,4.49,39.53,1.13
20.13,38.55,0.0,2.05,47.97,5.38,43.11,1.29
98.31,38.98,0.0,1.18,50.48,6.16,32.15,3.93
83.64,39.77,0.0,2.03,47.61,5.29,36.16,1.34
26.33,37.51,0.0,2.02,51.53,6.26,29.47,0.0
37.18,36.9,1.68,-3.11,89.5,10.29,27.79,1.27
45.36,37.83,0.0,1.88,73.22,8.66,27.89,1.34
72.66,38.08,1.4,-3.04,50.42,5.41,39.23,1.04
26.55,56.23,0.0,2.11,51.62,5.34,42.02,0.76
70.9,38.68,1.61,-2.97,51.05,4.77,28.74,0.77
38.16,37.86,0.0,1.97,48.48,5.79,41.0,1.62
58.19,36.13,0.0,1.84,50.76,5.47,32.06,1.09
87.51,38.03,1.76,-3.27,49.89,6.05,27.47,0.0
27.25,37.2,0.0,1.94,49.44,6.11,32.59,3.67
79.17,38.07,0.0,2.05,99.35,11.58,37.7,1.26
88.5,37.2,0.0,2.12,64.21,7.91,32.27,1.66
25.76,37.25,0.0,1.9,59.05,5.37,32.12,0.38
94.16,37.51,1.14,-2.7,88.16,9.26,36.93,0.47
29.3,38.89,1.23,-2.51,47.32,5.09,30.97,1.3
41.76,38.08,0.0,2.02,55.53,6.84,41.6,1.36
84.56,37.53,1.34,-2.81,47.77,5.46,40.04,1.26
24.47,38.98,1.28,-2.74,48.65,6.28,42.36,4.16
91.29,38.98,1.38,-2.79,48.5,4.17,34.82,1.22
43.97,38.07,1.34,-2.88,48.99,7.31,27.25,4.37
43.2,37.68,1.4,-3.21,49.43,6.78,43.84,0.0
51.44,37.15,0.0,1.92,48.43,5.95,34.87,1.64
23.33,100.0,0.0,1.99,51.04,7.72,38.63,3.52
60.83,38.07,1.9,-3.74,49.91,7.03,25.93,0.0
97.95,38.03,0.0,0.9,48.33,4.66,31.52,3.55
58.78,38.03,1.89,-3.79,49.82,6.19,42.57,1.7
74.95,38.12,1.47,-3.06,48.86,6.26,31.61,1.78
82.01,39.25,1.4,-2.74,102.35,12.51,28.08,1.65
83.31,38.27,0.0,2.19,67.99,8.76,38.44,1.74
31.72,39.09,0.0,1.82,56.11,6.74,32.87,1.68
27.92,38.76,1.79,-3.16,48.82,5.81,34.14,1.37
58.92,37.91,1.64,-2.99,54.86,5.4,41.19,1.6
41.29,37.68,0.0,1.92,50.31,6.21,31.3,0.0
22.6,39.8,1.49,-3.35,51.23,6.12,44.97,1.56
66.77,38.07,1.84,-3.31,49.55,5.71,41.16,1.56
50.01,38.07,1.27,-2.58,47.62,5.98,44.12,0.0
90.24,38.68,0.0,2.02,48.28,5.9,36.32,1.66
80.22,38.82,0.0,2.12,51.5,5.52,35.34,1.68
36.24,38.98,1.43,-3.28,51.33,6.24,27.23,3.62
91.41,38.11,1.53,-2.87,47.83,5.34,37.18,1.36
62.36,37.51,1.35,-2.79,80.9,9.34,37.11,1.08
96.78,38.15,1.56,-0.98,48.38,5.83,40.21,1.61
63.01,38.45,1.04,-2.29,49.11,4.28,33.03,1.02
63.26,38.03,1.19,-2.81,47.26,5.24,43.55,1.27
85.19,38.56,1.62,-3.1,48.11,5.4,39.76,1.39
38.49,39.19,1.38,-2.76,64.6,7.86,41.83,1.23
95.43,38.68,0.0,0.87,89.57,10.95,34.69,1.74
82.25,38.04,0.0,1.95,59.29,7.01,29.94,1.73
92.43,36.46,0.0,0.91,49.93,5.37,42.88,1.58
19.67,38.12,0.0,-0.63,91.32,10.42,38.15,0.71
24.76,38.11,1.45,-3.13,51.53,5.26,24.89,0.91
95.39,45.06,1.41,-2.91,50.81,5.45,38.88,0.89
84.43,100.0,0.63,-1.22,51.37,5.38,35.91,3.38
26.26,38.03,1.72,-3.22,49.9,6.0,41.12,1.49
34.41,38.95,1.39,-3.03,49.98,5.46,34.73,1.55
91.3,38.38,0.0,0.91,50.33,6.53,31.75,0.0
56.28,38.38,0.0,1.77,50.75,3.82,27.19,0.46
52.38,38.04,1.87,-3.51,49.87,5.96,29.23,1.62
88.39,38.76,0.0,1.83,49.47,4.48,33.23,0.58
70.95,39.8,0.0,2.07,47.84,4.84,33.62,0.99
82.42,38.76,1.46,-3.12,85.87,10.73,31.47,1.62
89.2,36.57,0.0,1.38,49.05,4.23,41.18,0.56
80.74,39.42,1.59,-2.93,47.69,5.25,34.51,1.55
93.33,44.91,0.0,1.17,50.68,4.39,36.34,0.61
29.64,37.68,0.0,2.11,48.64,5.69,38.89,0.0
59.35,38.98,1.41,-2.82,47.49,4.98,28.9,1.15
70.81,38.03,0.0,2.18,61.76,7.01,42.72,1.31
34.52,39.09,0.0,1.72,51.09,6.22,29.99,0.0
90.74,38.18,0.0,1.6,48.22,5.34,36.35,1.21
28.53,36.35,0.0,1.98,51.95,6.23,29.12,1.7
43.44,38.42,0.0,2.23,51.57,5.65,32.93,1.0
41.23,37.51,1.37,-3.27,103.39,12.34,33.84,0.9
68.64,37.51,1.44,-2.87,50.56,4.99,25.35,0.93
25.34,45.6,1.27,-2.78,51.0,5.37,42.66,0.86
84.67,100.0,0.59,-1.22,73.15,7.5,42.9,0.75
29.23,38.03,0.0,1.92,56.06,6.73,34.94,1.25
76.21,38.12,0.0,1.83,50.2,6.06,35.96,1.56
46.54,38.24,1.75,-3.33,51.97,6.18,43.64,1.52
77.72,38.97,1.71,-3.53,94.39,11.05,31.18,1.54
76.21,38.24,0.0,1.84,51.04,7.22,33.67,4.5
69.14,38.29,1.5,-2.66,46.75,5.11,39.85,1.29
92.94,38.11,1.34,-2.87,47.79,5.3,36.9,1.25
48.09,37.95,1.65,-3.22,65.87,7.71,33.2,1.62
97.28,38.09,0.0,0.92,41.35,5.53,32.81,1.41
94.29,38.08,0.0,0.96,50.1,5.92,44.05,1.07
39.66,38.68,0.0,2.23,50.84,5.75,32.82,1.34
92.43,37.51,0.0,1.06,48.46,6.03,44.18,1.87
77.15,38.76,1.63,-3.51,91.96,12.17,36.85,1.56
54.73,37.2,1.48,-2.99,60.63,7.88,42.7,1.56
40.25,38.25,1.79,-3.24,48.06,5.57,26.5,1.47
49.19,66.49,0.85,-1.79,51.16,5.76,44.8,1.53
26.4,37.99,1.53,-2.83,85.91,10.77,26.53,1.42
40.36,38.18,0.0,1.67,51.2,5.95,46.22,1.42
34.09,38.07,1.45,-3.14,49.26,5.78,43.1,1.58
84.62,45.06,0.0,2.35,50.9,6.08,30.99,3.14
85.41,38.4,0.0,1.82,52.16,6.45,43.45,1.36
84.37,37.24,1.33,-2.77,48.07,5.79,44.88,1.34
62.16,38.07,0.0,2.06,47.78,5.73,33.61,1.6
82.74,38.07,0.0,2.11,61.75,7.35,37.93,1.43
47.44,38.38,0.0,2.12,48.02,4.68,30.93,1.33
21.3,38.63,1.46,-3.26,50.33,6.43,39.44,1.48
67.01,37.34,0.0,2.09,48.92,4.0,39.32,0.55
58.94,38.03,0.0,1.81,75.81,9.07,41.48,1.65
56.86,38.09,1.79,-3.4,49.76,6.57,39.17,3.59
26.16,44.43,1.43,-2.65,56.08,7.48,34.18,1.8
66.72,38.56,1.7,-3.35,58.02,7.28,34.83,1.62
54.44,38.57,0.0,1.85,47.83,5.81,36.64,1.48
66.79,38.03,0.0,2.09,85.54,9.79,40.06,1.22
92.79,39.09,0.0,1.0,94.99,12.05,42.23,1.56
58.06,37.34,0.0,2.09,50.7,6.6,33.43,1.66
80.73,37.96,0.0,1.92,50.48,5.43,37.13,0.9
63.13,37.51,0.0,2.24,71.55,9.0,46.27,1.46
25.96,36.35,0.0,2.24,49.27,6.93,26.41,3.56
94.97,41.09,0.0,1.05,50.37,4.31,31.21,0.54
85.82,38.93,0.0,1.97,48.18,5.6,42.21,1.5
50.42,38.08,0.0,2.02,66.04,7.59,31.51,1.36
95.41,38.38,1.71,-1.23,51.17,5.59,39.27,1.15
